Price,Make,Location,Age,Odometer,FuelType,Transmission,OwnerType,Mileage,EngineCC,PowerBhp
6.24,marutiswift,Kochi,3,34613,Diesel,Manual,First,28.4,1248,74
4.8,marutiertiga,Chennai,5,153000,Diesel,Manual,First,20.77,1248,88.76
4.5,marutiswift,Chennai,6,54000,Petrol,Manual,Second,16.1,1197,85
3.87,hyundaii10,Kochi,5,16900,Petrol,Manual,First,20.36,1197,78.9
2.75,hyundaii10,Delhi,7,62334,Petrol,Manual,First,20.36,1197,78.9
6.57,marutibaleno,Kochi,2,23714,Petrol,Manual,First,21.4,1197,83.1
2,hyundaiaccent,Jaipur,10,52325,Petrol,Manual,First,16.36,1495,93.7
3.65,hondabrio,Ahmedabad,8,50000,Petrol,Manual,First,19.4,1198,86.8
6.95,marutiswift,Hyderabad,4,55746,Diesel,Manual,First,22.9,1248,74
5.5,hyundaixcent,Bangalore,6,54000,Petrol,Manual,First,20.14,1197,81.86
7,mahindraxuv500,Kolkata,7,43000,Diesel,Manual,First,16,2179,140
24,mercedesbenzeclass,Delhi,6,40000,Diesel,Automatic,First,13,2143,201.1
11,landroverfreelander,Bangalore,10,125000,Diesel,Automatic,Second,12.38,2179,115
32.5,mercedesbenznewclass,Bangalore,4,51944,Diesel,Automatic,First,19.27,2143,170
6.45,hyundaii20,Kochi,5,46950,Diesel,Manual,First,21.27,1396,88.76
15.75,skodaoctavia,Mumbai,5,23000,Diesel,Automatic,First,19.3,1968,141
5.5,hondacity,Mumbai,6,54546,Petrol,Manual,First,17,1497,118
19.03,toyotafortuner,Kochi,5,51535,Diesel,Automatic,First,12.55,2982,168.5
15.25,audiq3,Kolkata,7,45000,Diesel,Automatic,First,17.32,1968,184
2.4,marutialto,Hyderabad,8,46004,Petrol,Manual,First,20.92,998,67.1
2.3,tataindigo,Chennai,9,124000,Diesel,Manual,First,23.03,1396,69
14.35,audia4,Kochi,6,77395,Diesel,Automatic,First,17.11,1968,174.33
3.5,marutialto,Mumbai,2,10600,CNG,Manual,First,33.44,796,40.3
11.97,hondacity,Kochi,2,22974,Petrol,Automatic,First,18,1497,117.3
1.6,hyundaisantro,Jaipur,11,89000,Petrol,Manual,Second,17.2,999,62.28
18.9,toyotafortuner,Ahmedabad,5,65012,Diesel,Manual,First,14.24,2755,174.5
5.4,hyundaigrand,Ahmedabad,3,17125,Petrol,Manual,First,18.9,1197,82
2.95,marutieeco,Hyderabad,5,90413,Petrol,Manual,First,15.1,1196,73
5.1,volkswagenpolo,Bangalore,7,37000,Petrol,Manual,First,16.47,1198,73.9
1.5,marutiwagonr,Jaipur,14,65000,Petrol,Manual,First,18.9,1061,67
4.9,hondacity,Bangalore,9,66000,Petrol,Manual,First,17,1497,118
2.9,hondacivic,Mumbai,10,86000,Petrol,Manual,First,14.8,1799,130.2
1.15,hondacity,Pune,15,98437,Petrol,Manual,First,13,1493,100
2.3,hyundaii20,Kolkata,10,18000,Petrol,Manual,First,18.5,1197,80
5.99,hyundaigrand,Kochi,2,35070,Diesel,Manual,First,24,1120,70
3.4,volkswagenvento,Pune,9,42000,Petrol,Automatic,Third,14.4,1598,103.6
1.7,hyundaii10,Kolkata,11,40000,Petrol,Manual,First,20.36,1197,78.9
1.99,hyundaii20,Kolkata,11,43000,Petrol,Manual,First,17,1197,80
2.5,chevroletbeat,Pune,8,65000,Petrol,Manual,First,18.6,1199,79.4
4.85,volkswagenpolo,Hyderabad,7,74000,Diesel,Manual,First,22.07,1199,73.9
2.65,fordfigo,Hyderabad,10,51192,Petrol,Manual,First,15.6,1196,70
27.35,auditt,Kochi,6,14262,Petrol,Automatic,First,9.9,1984,207.8
6.9,hondacity,Jaipur,5,66339,Diesel,Manual,Second,25.1,1498,98.6
3.5,fordfigo,Hyderabad,7,90200,Diesel,Manual,First,20,1399,68.05
12.5,toyotainnova,Delhi,5,57854,Diesel,Manual,First,12.99,2494,100.6
9.2,maruticiaz,Delhi,3,32000,Petrol,Automatic,First,19.12,1373,91.1
4.9,hyundaigrand,Mumbai,5,29631,Petrol,Automatic,First,18.9,1197,82
3.2,hondacity,Delhi,11,55005,Petrol,Manual,First,12.8,1494.72,110.78
5.55,fordecosport,Kochi,6,54173,Petrol,Manual,First,18.88,999,123.24
13.5,skodaoctavia,Ahmedabad,6,50000,Petrol,Automatic,First,14.7,1798,177.6
2.6,fiatlinea,Kolkata,10,145000,Diesel,Manual,First,20.4,1248,91.7
4.5,marutiswift,Jaipur,5,78000,Petrol,Manual,First,16.1,1298,88.2
34,landroverdiscovery,Delhi,7,65000,Diesel,Automatic,Second,11.8,2993,180
12,toyotainnova,Hyderabad,8,120000,Diesel,Manual,First,12.8,2494,102
5.25,marutiswift,Mumbai,5,14000,Diesel,Manual,First,28.4,1248,74
21.56,audia6,Kochi,6,57456,Diesel,Automatic,First,17.68,1968,174.33
24.68,bmw5,Coimbatore,8,44450,Diesel,Automatic,First,22.48,1995,190
3.67,hyundaii20,Delhi,7,63777,Petrol,Manual,First,18.5,1197,82.9
29.5,bmwx1,Mumbai,4,31000,Diesel,Automatic,First,17.05,1995,190
3.1,toyotaetios,Delhi,8,60000,Petrol,Manual,First,17.6,1496,88.73
2.9,tataindigo,Ahmedabad,5,78008,Diesel,Manual,First,17,1405,70
43,mercedesbenzmclass,Bangalore,6,33000,Diesel,Automatic,Second,12.99,2987,165
15.95,volkswagenbeetle,Mumbai,11,27078,Petrol,Automatic,First,10.98,1984,114.4
4.5,volkswagenpolo,Hyderabad,9,57275,Diesel,Manual,First,19.7,1598,103.6
3.49,hyundaigrand,Delhi,6,45000,Diesel,Manual,First,24,1120,70
4.25,marutiswift,Delhi,6,57319,Diesel,Manual,First,25.2,1248,74
1.9,hyundaiverna,Chennai,12,121097,Diesel,Manual,Second,24,1396,88.76
16.57,bmw5,Mumbai,9,89000,Diesel,Automatic,First,16.73,1995,218
5.75,hondacity,Bangalore,8,72000,Petrol,Manual,First,17,1497,118
14,audia4,Delhi,7,36000,Diesel,Automatic,Second,16.55,1968,147.51
2.5,fiatlinea,Jaipur,7,86000,Diesel,Manual,Second,19.5,1248,75
1.2,hondacity,Ahmedabad,18,85000,Petrol,Manual,First,13,1343,90
0.85,fiatpetra,Pune,15,120000,Petrol,Manual,Second,15.5,1242,+AC0-1
13.95,bmw3,Kochi,7,37613,Diesel,Automatic,First,22.69,1995,190
1.6,fordfiesta,Chennai,13,100000,Petrol,Manual,First,16.6,1388,68
3.6,tatanano,Coimbatore,4,5240,Petrol,Automatic,First,21.9,624,37.48
4.5,marutieeco,Mumbai,2,20000,CNG,Manual,First,15.1,1196,73
6.06,marutiignis,Coimbatore,1,16862,Petrol,Manual,First,20.89,1197,81.8
5.29,marutiswift,Coimbatore,7,59254,Petrol,Manual,Second,17.5,1298,85.8
5.75,fordecosport,Jaipur,6,60000,Diesel,Manual,First,22.7,1498,89.84
5.8,marutiswift,Hyderabad,5,50295,Petrol,Manual,First,16.1,1240.47,77.88
5.72,marutiswift,Coimbatore,6,47674,Petrol,Manual,First,19.1,1197,85.8
4.39,hyundaii10,Kochi,6,61517,Petrol,Automatic,First,16.95,1197,78.9
11.05,mahindraxuv500,Coimbatore,4,62946,Diesel,Manual,First,15.1,2179,140
4.83,hyundaii20,Delhi,5,66823,Diesel,Manual,Second,22.54,1396,88.73
2.96,marutiwagonr,Pune,7,79494,CNG,Manual,First,33.54,998,67.04
4.5,hyundaii20,Chennai,8,107000,Diesel,Manual,Second,21.27,1396,88.76
19.5,bmw7,Mumbai,9,55000,Diesel,Automatic,Second,16.46,2993,258
8.75,skodarapid,Mumbai,3,24000,Petrol,Automatic,First,14.3,1598,103.52
67,audiq7,Mumbai,4,20002,Diesel,Automatic,First,14.75,2967,245
8.4,hondacity,Kochi,4,54317,Petrol,Manual,First,17.4,1497,117.3
4.99,hyundaixcent,Mumbai,4,10200,Petrol,Manual,First,19.1,1197,82
8.18,hondacity,Coimbatore,4,24337,Diesel,Manual,First,26,1498,98.6
2.9,hondabrio,Pune,8,79000,Petrol,Manual,First,18.4,1198,86.8
7.1,maruticiaz,Jaipur,5,40500,Diesel,Manual,First,28.09,1248,88.5
7.05,marutiswift,Pune,4,23000,Diesel,Manual,First,26.59,1248,74
17.5,hondacrv,Pune,5,63050,Petrol,Automatic,First,11.1,2354,158.8
3.41,toyotacorolla,Mumbai,12,78000,Petrol,Automatic,Second,14.53,1794,138.1
1.3,marutibaleno,Pune,15,70000,Petrol,Manual,First,22.24,1590,83.08
5.68,hondacity,Coimbatore,8,66245,Petrol,Manual,First,17,1497,118
4.1,mahindrascorpio,Bangalore,13,74112,Diesel,Manual,First,12.05,2179,120
4,skodalaura,Delhi,9,87670,Petrol,Manual,First,13.4,1798,157.8
30,bmw3,Hyderabad,5,10000,Diesel,Automatic,First,18.88,1995,184
1.8,marutisx4,Chennai,13,62493,Petrol,Manual,First,15,1586,104.68
6.93,maruticiaz,Kochi,5,44620,Petrol,Manual,First,20.73,1373,91.1
70,landroverrangerover,Bangalore,8,66538,Diesel,Automatic,First,10.2,4367,308
7.9,toyotainnova,Ahmedabad,7,60000,Diesel,Manual,First,12.99,2494,100
2.78,hyundaisantro,Kochi,9,20842,Petrol,Manual,First,17.2,1086,62
14.4,hyundaisanta,Chennai,6,110000,Diesel,Automatic,First,13.01,2199,194.3
13.5,mercedesbenznewclass,Mumbai,9,45000,Petrol,Automatic,Second,11.74,1796,186
3.15,marutiwagonr,Mumbai,6,40000,CNG,Manual,Second,26.6,998,58.16
2.88,marutialto,Coimbatore,8,49008,Petrol,Manual,First,19.7,796,46.3
2.15,marutialto,Kolkata,4,31000,Petrol,Manual,First,24.7,796,47.3
3.75,nissansunny,Pune,7,8000,Petrol,Manual,First,16.95,1498,97.7
3.6,marutialto,Mumbai,1,171,Petrol,Manual,First,24.7,796,47.3
3.6,marutialto,Kolkata,2,2100,Petrol,Manual,First,24.07,998,67.1
7.55,hyundaigrand,Coimbatore,2,20667,Petrol,Automatic,First,18.9,1197,81.86
4.7,hondamobilio,Kolkata,5,50000,Diesel,Manual,First,24.2,1498,98.6
1.6,tatamanza,Jaipur,10,100030,Diesel,Manual,Second,18.8,1248,90
3.34,chevroletoptra,Pune,9,75372,Diesel,Manual,First,16.52,1991,123.7
9.1,hondacity,Kochi,4,60475,Petrol,Automatic,First,18,1497,117.3
6.17,hyundaigrand,Kochi,1,18453,Petrol,Manual,First,18.9,1197,81.86
2.5,hyundaiverna,Hyderabad,12,96578,Diesel,Manual,First,22,1582,126.2
3,nissanmicra,Kolkata,4,31001,Petrol,Manual,First,18.44,1198,75
5.75,hyundaiverna,Jaipur,8,65900,Diesel,Manual,First,22.32,1582,126.32
10.75,hyundaicreta,Bangalore,3,26246,Petrol,Manual,First,15.29,1591,121.3
2.85,marutiwagonr,Jaipur,7,62700,Petrol,Manual,Second,20.51,998,67.04
6.5,hondaaccord,Chennai,12,90000,Petrol,Automatic,First,10.2,2354,180
9.45,hondacity,Bangalore,4,36000,Petrol,Automatic,First,16.8,1497,118
6.75,marutibaleno,Delhi,4,46000,Diesel,Manual,First,27.39,1248,74
7.75,hondacity,Coimbatore,3,73003,Diesel,Manual,First,26,1498,98.6
4.4,hyundaii20,Kochi,6,46566,Diesel,Manual,First,22.54,1396,88.76
42,mercedesbenzeclass,Jaipur,5,41493,Diesel,Automatic,First,13,2987,265
5.67,nissanterrano,Kochi,6,103788,Diesel,Manual,First,19.01,1461,108.5
11.5,renaultduster,Bangalore,4,45000,Diesel,Automatic,First,19.6,1461,108.45
1.69,marutiwagonr,Pune,11,120000,Petrol,Manual,First,18.9,998,67.1
1.8,hyundaigetz,Jaipur,11,97359,Diesel,Manual,Second,17.1,1493,110
3.2,marutiritz,Mumbai,4,62000,Petrol,Manual,First,18.5,1197,85.8
1.5,hondacity,Pune,16,115000,Petrol,Manual,Second,18.42,1494.72,110.78
45.86,bmw5,Kochi,1,18373,Diesel,Automatic,First,22.48,1995,187.74
5.1,volkswagenpolo,Hyderabad,4,60453,Petrol,Manual,First,16.47,1198,74
4.85,marutiswift,Pune,7,37000,Diesel,Manual,First,17.8,1248,77.88
2.4,fordfigo,Mumbai,10,69009,Petrol,Manual,Second,15.6,1196,70
22,bmw3,Hyderabad,7,30000,Diesel,Automatic,First,18.88,1995,184
4.28,hyundaiverna,Delhi,8,70707,Diesel,Manual,First,22.32,1582,126.32
5.67,renaultduster,Coimbatore,5,64677,Diesel,Manual,First,20.45,1461,83.8
6.2,hyundaigrand,Bangalore,2,3000,Petrol,Automatic,First,18.9,1197,81.86
14.49,bmwx1,Bangalore,7,49000,Diesel,Automatic,Second,17.05,1995,184
3,marutiritz,Pune,10,71000,Diesel,Manual,First,21.1,1248,73.9
2.25,hyundaii10,Jaipur,10,52000,Petrol,Manual,Second,19.81,1086,68.05
43.78,bmwx5,Kochi,4,35659,Diesel,Automatic,First,15.97,2993,258
11.45,hondacity,Kochi,1,5377,Petrol,Manual,First,16.8,1497,116.3
10.5,mahindrassangyong,Delhi,6,65000,Diesel,Automatic,First,11.18,2696,184
7.48,fordecosport,Coimbatore,5,92708,Diesel,Manual,First,22.7,1498,89.84
3.1,marutialto,Coimbatore,10,48105,Petrol,Manual,First,19.7,796,46.3
2.55,volkswagenpolo,Mumbai,9,46759,Petrol,Manual,First,16.47,1198,74
3.5,volkswagenpolo,Jaipur,7,62000,Diesel,Manual,First,22.07,1199,73.9
2.59,volkswagenpolo,Kolkata,8,35175,Diesel,Manual,First,22.07,1199,73.9
5.45,marutiertiga,Kolkata,7,70000,Diesel,Manual,First,20.77,1248,88.8
6,fordecosport,Kolkata,3,30000,Diesel,Manual,First,22.77,1498,98.59
15.49,toyotainnovacrysta,Kolkata,4,66618,Diesel,Automatic,First,11.36,2755,171.5
12.5,bmw5,Mumbai,10,69300,Petrol,Automatic,Second,10.8,2497,150
4.75,marutiswift,Kolkata,3,148000,Diesel,Manual,First,23.4,1248,74
7.85,fordecosport,Mumbai,3,22000,Petrol,Manual,First,18.88,999,123.24
6,hyundaiverna,Ahmedabad,7,75000,Diesel,Manual,First,16.8,1493,110
4,tatazest,Mumbai,4,43706,Petrol,Manual,First,17.57,1193,88.7
28.75,audia7,Mumbai,9,42000,Diesel,Automatic,First,14.4,2967,241.4
2.5,tataindica,Pune,8,65000,Diesel,Manual,First,22.3,1248,74
5.5,marutiswift,Delhi,5,76128,Diesel,Manual,First,26.59,1248,74
1.59,fiatlinea,Kolkata,10,39852,Petrol,Manual,First,16,1368,90
6.22,hyundaii20,Mumbai,3,18673,Petrol,Manual,First,18.6,1197,81.83
2.75,hyundaieon,Kolkata,4,11583,Petrol,Manual,First,21.1,814,55.2
1.35,hyundaisantro,Chennai,13,82000,Petrol,Manual,Second,17.2,1086,62.28
25,mercedesbenzgla,Pune,3,50000,Diesel,Automatic,First,17.9,2143,136
2.8,maruticelerio,Delhi,6,77000,Petrol,Manual,First,23.1,998,67.04
2.45,chevroletbeat,Mumbai,6,54890,Petrol,Manual,Second,17.8,1199,76.8
6.35,hondajazz,Pune,4,21000,Petrol,Automatic,First,19,1199,88.7
8,bmw3,Mumbai,11,58557,Diesel,Automatic,Third,16.07,1995,181
8.25,renaultduster,Bangalore,6,70000,Diesel,Manual,First,19.01,1461,108.45
5.95,fordfigo,Mumbai,3,16000,Petrol,Automatic,First,17.01,1499,110.4
19.92,toyotainnovacrysta,Kochi,2,8899,Diesel,Manual,First,13.68,2393,147.8
3.15,chevroletbeat,Kochi,4,83629,Diesel,Manual,First,25.44,936,56.3
5.75,volkswagenpolo,Chennai,6,35059,Petrol,Automatic,First,17.21,1798,189
32.44,fordendeavour,Kochi,2,30552,Diesel,Automatic,First,10.91,3198,197.2
8.01,hyundaiverna,Kochi,4,44875,Diesel,Automatic,Second,22.32,1582,126.32
6.48,fordfigo,Coimbatore,3,25095,Petrol,Manual,First,18.16,1196,86.8
0.75,maruti800,Jaipur,13,59000,Petrol,Manual,First,16.1,796,37
5,hondacity,Kolkata,6,36000,Diesel,Manual,First,26,1498,98.6
7.75,mahindraxuv500,Mumbai,8,37000,Diesel,Manual,First,16,2179,140
2.6,fordfigo,Chennai,10,90000,Diesel,Manual,First,20,1399,68
9.2,fordecosport,Pune,2,17000,Petrol,Manual,First,17,1497,121.36
5.05,hyundaii20,Mumbai,5,42575,Petrol,Manual,First,18.6,1197,81.83
9.6,toyotainnova,Hyderabad,8,131000,Diesel,Manual,First,12.99,2494,100
5.5,renaultduster,Mumbai,7,74000,Diesel,Manual,First,20.46,1461,83.8
9.35,toyotainnova,Mumbai,7,47234,Diesel,Manual,First,12.99,2494,100.6
2.6,hondacity,Delhi,11,231673,Petrol,Manual,First,17,1497,118
3.5,marutialto,Hyderabad,4,10000,Petrol,Manual,First,24.07,998,67.1
4.26,nissanmicra,Kochi,4,49389,Petrol,Manual,First,19.49,1198,67.04
4.25,maruticelerio,Chennai,4,12000,Petrol,Automatic,Second,23.1,998,67.04
11.75,mercedesbenznewclass,Hyderabad,10,65000,Petrol,Manual,Second,11.7,1796,178
3.5,fordfiesta,Chennai,7,177000,Diesel,Manual,First,23.5,1498,88.7
7.5,hyundaiverna,Jaipur,5,89000,Petrol,Manual,First,17.01,1591,121.3
3.25,hyundaii20,Chennai,11,72000,Petrol,Automatic,Third,15,1396,100
4.9,marutiswift,Chennai,8,49000,Petrol,Manual,First,17.5,1298,85.8
27,mercedesbenznewclass,Hyderabad,6,51355,Diesel,Automatic,First,14.84,2143,170
8.91,hyundaielite,Kochi,3,13460,Petrol,Manual,First,18.6,1197,81.86
6.69,hyundaiverna,Kochi,6,35642,Petrol,Automatic,First,17.01,1591,121.4
6.02,chevroletcruze,Kochi,6,52895,Diesel,Manual,First,17.3,1998,163.7
4.5,toyotacorolla,Mumbai,10,93000,Petrol,Manual,First,14.28,1798,138.03
2,marutiastar,Pune,9,70000,Petrol,Manual,First,19,998,66.1
2.4,nissanmicra,Kolkata,8,32048,Diesel,Manual,First,23.08,1461,63.1
1.2,tatanano,Pune,7,4700,Petrol,Manual,First,25.4,624,37.48
2.9,marutiswift,Delhi,6,71800,Diesel,Manual,First,23.4,1248,74
40.88,landroverrangerover,Coimbatore,12,69078,Petrol,Manual,First,12.86,2689.36,221.14
27,audiq3,Ahmedabad,4,45000,Diesel,Automatic,First,17.32,1968,184
7.5,hondaamaze,Chennai,4,15388,Diesel,Manual,First,25.8,1498,98.6
1.5,chevroletoptra,Mumbai,16,98798,Petrol,Manual,First,14.7,1599,104
39.5,audiq5,Hyderabad,4,43000,Diesel,Automatic,First,14.16,1968,174.3
3.39,marutiritz,Hyderabad,8,85112,Diesel,Manual,First,23.2,1248,73.94
12.4,mahindrascorpio,Kochi,2,37804,Diesel,Manual,First,15.4,2179,120
6.85,maruticiaz,Chennai,6,45000,Diesel,Manual,First,28.09,1248,88.5
5.75,toyotacorolla,Pune,9,116000,Diesel,Manual,Second,21.43,1364,138
2,tataindica,Chennai,5,100073,Diesel,Manual,Second,25,1396,69
0.9,maruti800,Jaipur,14,165000,Petrol,Manual,First,16.1,796,37
3.8,volkswagenpolo,Kolkata,5,22000,Petrol,Manual,First,16.47,1198,74
16.35,hyundaielantra,Delhi,3,9500,Petrol,Automatic,First,14.62,1999,149.92
16.5,toyotafortuner,Hyderabad,8,152000,Diesel,Automatic,First,11.5,2982,169
8.7,marutibaleno,Coimbatore,1,17705,Petrol,Manual,First,21.4,1197,83.1
6.1,marutibaleno,Mumbai,4,12000,Petrol,Manual,First,21.4,1197,83.1
21.94,minicooper,Hyderabad,7,51000,Diesel,Automatic,First,23.8,1998,112
22,mercedesbenzs,Chennai,11,42000,Diesel,Automatic,Second,13,2987,210
2.65,marutialto,Delhi,5,51000,Petrol,Manual,First,20.92,998,67.1
5.27,marutiswift,Kochi,3,42527,Petrol,Manual,First,20.4,1197,81.8
2.48,chevroletsail,Kolkata,6,45000,Diesel,Manual,First,22.1,1248,74
6,toyotainnova,Kolkata,9,70000,Diesel,Manual,First,12.8,2494,102
8.9,toyotafortuner,Mumbai,11,92000,Diesel,Manual,First,11.5,2982,171
18,bmw3,Hyderabad,8,57156,Diesel,Automatic,Second,18.88,1995,184
11.64,skodaoctavia,Coimbatore,4,53211,Petrol,Manual,First,16.8,1395,138.02
8.99,toyotafortuner,Kolkata,1,80000,Diesel,Manual,First,11.5,2982,171
5.25,volkswagenjetta,Bangalore,11,74000,Diesel,Automatic,First,15.5,1896,105
2.95,hyundaii20,Kolkata,9,37000,Diesel,Manual,First,23,1396,90
2.65,tatamanza,Mumbai,7,64000,Diesel,Manual,Second,21.02,1248,88.76
4,volkswagenvento,Pune,7,57197,Petrol,Manual,First,15.04,1598,103.6
12.5,hyundaicreta,Chennai,4,55000,Diesel,Automatic,First,17.6,1582,126.2
3.25,marutiritz,Mumbai,6,33000,Petrol,Manual,First,21.1,1197,85.8
4,hondacrv,Delhi,12,70000,Petrol,Manual,First,13.1,1997,141.1
6.25,mahindraxuv500,Delhi,8,75000,Diesel,Manual,Second,15.1,2179,140
5.8,volkswagenameo,Jaipur,4,58095,Diesel,Manual,First,21.66,1498,108.62
5,tatazest,Kolkata,5,7445,Petrol,Manual,First,17.57,1193,88.7
58.73,jaguarxj,Kochi,4,17652,Diesel,Automatic,First,12.9,2993,270.88
17.49,toyotacorolla,Kochi,2,28321,Petrol,Automatic,First,14.28,1798,138.03
1.95,marutiastar,Pune,9,69000,Petrol,Manual,Second,19,998,66.1
3,hondaaccord,Mumbai,13,80000,Petrol,Automatic,First,11.1,2354,142
5.5,hyundaii20,Delhi,6,42365,Petrol,Manual,First,17,1197,80
16.5,toyotafortuner,Delhi,7,123000,Diesel,Automatic,First,12.55,2982,168.5
14.5,mercedesbenznewclass,Mumbai,9,40000,Petrol,Automatic,Second,11.74,1796,186
7.79,marutibaleno,Hyderabad,4,30112,Diesel,Manual,First,27.39,1248,74
8.27,marutiertiga,Kochi,3,43775,Diesel,Manual,First,20.77,1248,88.76
97.07,landroverrangerover,Kochi,1,26013,Diesel,Automatic,First,12.65,2993,255
2.15,chevroletoptra,Mumbai,8,56000,Petrol,Manual,First,12.9,1598,102.5
3,hondacivic,Hyderabad,12,95000,Petrol,Automatic,Second,12.9,1799,130
28.79,bmwx3,Coimbatore,6,41089,Diesel,Automatic,First,16.09,1995,184
5.45,skodalaura,Mumbai,9,41988,Diesel,Automatic,First,20,1968,138.1
3.95,marutiswift,Delhi,7,72486,Diesel,Manual,First,23.4,1248,74
16,volvov40,Pune,7,92000,Diesel,Automatic,First,23.3,1984,150
4.25,marutiswift,Delhi,7,40000,Petrol,Manual,First,17.5,1298,85.8
34.5,landroverrangerover,Bangalore,6,56000,Diesel,Automatic,First,12.7,2179,187.7
2.6,hondaaccord,Mumbai,12,125000,Petrol,Automatic,Third,11.7,2354,177.6
13.48,toyotainnova,Kochi,3,29219,Diesel,Manual,First,12.99,2494,100.6
32.1,toyotafortuner,Hyderabad,2,39927,Diesel,Manual,First,12.55,2982,168.5
6.17,hondajazz,Kochi,2,38593,Petrol,Manual,First,18.7,1199,88.7
5.5,hondacity,Kolkata,5,32000,Petrol,Manual,First,17,1497,118
9.15,marutidzire,Hyderabad,3,28226,Diesel,Automatic,First,28.4,1248,73.75
4.5,nissansunny,Pune,6,95000,Diesel,Manual,First,21.64,1461,84.8
10.5,toyotainnova,Chennai,6,194000,Diesel,Manual,First,12.99,2494,100.6
5.37,hondabrio,Coimbatore,4,14821,Petrol,Manual,First,19.4,1198,86.8
5.45,volkswagenvento,Bangalore,8,52000,Petrol,Manual,First,15.04,1598,103.6
9.25,mahindraxuv500,Mumbai,4,33000,Diesel,Manual,First,16,2179,140
7.7,fordecosport,Chennai,4,29200,Diesel,Manual,First,23,1498,98.96
7.99,skodayeti,Hyderabad,8,99754,Diesel,Manual,First,17.72,1968,108.49
3,hyundaii10,Chennai,8,49000,Petrol,Manual,First,20.36,1197,78.9
4,toyotainnova,Hyderabad,15,299322,Diesel,Manual,First,12.8,2494,102
6.69,tatazest,Coimbatore,2,38310,Diesel,Manual,First,20.65,1248,88.7
4.25,marutiswift,Delhi,6,56000,Diesel,Manual,First,22.9,1248,74
10.5,skodarapid,Kolkata,3,31300,Diesel,Automatic,First,21.72,1498,108.4
22.55,toyotainnovacrysta,Coimbatore,1,11241,Diesel,Manual,First,13.68,2393,147.8
5.2,hyundaiverna,Pune,6,48000,Petrol,Manual,Second,17.01,1591,121.3
11.87,hondacity,Coimbatore,1,23882,Petrol,Manual,First,17.4,1497,117.3
6.99,hondacity,Hyderabad,6,65000,Diesel,Manual,First,26,1498,98.6
5,volkswagenvento,Jaipur,9,50000,Diesel,Manual,First,20.54,1598,103.6
44,audiq5,Chennai,6,25000,Diesel,Automatic,First,12.19,2967,236
2.79,marutialto,Chennai,5,21000,Petrol,Manual,First,22.74,796,47.3
2.9,tatamanza,Pune,8,148000,Diesel,Manual,Second,21.12,1248,88.8
9.85,hyundaicreta,Delhi,4,68000,Petrol,Manual,First,15.29,1591,121.3
49,mercedesbenzglclass,Bangalore,6,52000,Diesel,Automatic,First,12,2987,224
9.25,mahindrathar,Jaipur,4,19000,Diesel,Manual,First,16.55,2498,105
3.75,hyundaiverna,Mumbai,9,74000,Diesel,Manual,Second,22.32,1582,126.3
7.29,fordaspire,Coimbatore,3,30279,Diesel,Manual,First,26.1,1498,99
23.5,minicooper,Mumbai,4,20000,Diesel,Automatic,First,20.7,1496,113.98
2.6,marutiomni,Hyderabad,7,34834,Petrol,Manual,First,14,796,35
3.1,mahindraverito,Pune,5,90000,Diesel,Manual,Second,21.03,1461,65
29.98,mercedesbenzeclass,Coimbatore,4,38730,Diesel,Automatic,First,14.21,2143,203
6.73,renaultduster,Kochi,4,57390,Diesel,Manual,First,19.01,1461,108.45
3.5,marutiswift,Kolkata,4,100000,Diesel,Manual,First,23.4,1248,74
2.35,volkswagenpolo,Kolkata,9,50000,Petrol,Manual,First,16.47,1198,73.9
16.13,mahindraxuv500,Coimbatore,3,64961,Diesel,Manual,First,16,2179,140
5.9,volkswagenpolo,Coimbatore,6,72465,Petrol,Manual,First,16.47,1198,74
3.9,marutiritz,Hyderabad,8,68776,Petrol,Manual,First,21.1,1197,85.8
1.5,chevroletoptra,Pune,15,150000,Petrol,Manual,First,14.7,1598,112.41
6.95,toyotainnova,Delhi,8,68000,Diesel,Manual,First,12.8,2494,102
7,hondacity,Delhi,5,33000,Diesel,Manual,First,26,1498,98.6
7.23,volkswagenameo,Coimbatore,3,22389,Petrol,Manual,First,17,1198,73.75
3.81,marutisx4,Mumbai,8,90000,Diesel,Manual,First,21.5,1248,88.8
4.5,marutiswift,Chennai,8,42000,Petrol,Manual,Third,18.6,1197,85.8
12.6,hyundaicreta,Pune,3,38767,Diesel,Manual,First,19.67,1582,126.2
48,audiq7,Bangalore,5,21000,Diesel,Automatic,First,12.07,2967,241.4
2.96,marutialto,Coimbatore,10,59136,Petrol,Manual,First,19.7,796,46.3
3.25,hondaamaze,Kolkata,6,36000,Diesel,Manual,First,25.8,1498,98.6
8.5,volkswagenpassat,Chennai,9,95000,Diesel,Automatic,Second,18.33,1968,167.7
8.75,hyundaielantra,Mumbai,7,51000,Diesel,Automatic,First,19.5,1582,126.24
3.08,marutiwagonr,Kochi,9,36411,Petrol,Manual,First,18.9,998,67.1
41.5,landroverdiscovery,Mumbai,3,40000,Diesel,Automatic,First,12.81,1999,148.31
7,hondacity,Pune,4,27300,Petrol,Manual,First,17.8,1497,117.3
11.5,mercedesbenznewclass,Kochi,9,29813,Petrol,Automatic,Second,14.74,1991,181.03
2.6,marutiwagonr,Pune,9,71000,Petrol,Manual,First,20.51,998,67.04
4.3,hyundaiverna,Kolkata,6,32000,Diesel,Manual,First,22.32,1582,126.3
